"X","X..plate...mjd...fiberID...mag_ab_u...mag_ab_g...mag_ab_r...mag_ab_i...mag_ab_z...mag_ab_fuv...mag_ab_nuv...M_absolut_u...M_absolut_g...M_absolut_r...M_absolut_i...M_absolut_z...M_absolut_fuv...M_absolut_nuv...u.g...u.i...g.r...g.i...r.i...i.z...FUV.NUV...FUV.u...NUV.u...FUV.g...NUV.g...FUV.r...NUV.r...FUV.i...NUV.i...FUV.z...NUV.z...redshift."
592,",1706,53442,24,18.46093,17.65627,17.29422,17.01557,16.84329,19.88632,19.21602,-18.24827,-19.01635,-19.45949,-19.73712,-19.89753,-16.97419,-17.64449,0.80466,1.44536,0.36205,0.6407,0.27865,0.17228,0.6703,1.42539,0.75509,2.23005,1.55975,2.5921,1.9218,2.87075,2.20045,3.04303,2.37273,0.05354"
593,",1708,53503,135,19.04836,17.94956,17.47123,17.18307,17.00741,20.58352,20.00505,-17.64043,-18.70164,-19.26873,-19.56775,-19.72616,-16.27306,-16.85153,1.0988,1.86529,0.47833,0.76649,0.28816,0.17566,0.57847,1.53516,0.95669,2.63396,2.05549,3.11229,2.53382,3.40045,2.82198,3.57611,2.99764,0.05345"
594,",1708,53503,200,18.15996,17.30332,17.02323,16.78821,16.7075,18.84226,18.6357,-18.66261,-19.4854,-19.83737,-20.06632,-20.13597,-18.11831,-18.32487,0.85664,1.37175,0.28009,0.51511,0.23502,0.08071,0.20656,0.6823,0.47574,1.53894,1.33238,1.81903,1.61247,2.05405,1.84749,2.13476,1.9282,0.05597"
595,",1708,53503,466,18.65344,17.65033,17.27363,16.98364,16.84415,19.60755,19.31264,-18.16989,-19.1387,-19.59262,-19.88161,-20.01011,-17.36635,-17.66126,1.00311,1.6698,0.3767,0.66669,0.28999,0.13949,0.29491,0.95411,0.6592,1.95722,1.66231,2.33392,2.03901,2.62391,2.329,2.7634,2.46849,0.0563"
596,",1709,53533,166,18.8564,17.78306,17.42014,17.17919,17.05426,20.67127,19.82867,-17.91598,-18.95403,-19.39552,-19.63924,-19.74863,-16.2511,-17.0937,1.07334,1.67721,0.36292,0.60387,0.24095,0.12493,0.8426,1.81487,0.97227,2.88821,2.04561,3.25113,2.40853,3.49208,2.64948,3.61701,2.77441,0.05503"
597,",1710,53504,364,18.95521,17.88631,17.47519,17.16983,16.99417,20.45085,19.60906,-18.06043,-19.0991,-19.58066,-19.89048,-20.05144,-16.71439,-17.55619,1.0689,1.78538,0.41112,0.71648,0.30536,0.17566,0.84179,1.49564,0.65385,2.56454,1.72275,2.97566,2.13387,3.28102,2.43923,3.45668,2.61489,0.06126"
598,",1711,53535,498,18.9562,17.70553,17.18651,16.87316,16.6635,20.27061,19.75743,-17.64606,-18.85721,-19.47113,-19.8012,-19.99028,-16.50779,-17.02097,1.25067,2.08304,0.51902,0.83237,0.31335,0.20966,0.51318,1.31441,0.80123,2.56508,2.0519,3.0841,2.57092,3.39745,2.88427,3.60711,3.09393,0.05163"
599,",1711,53535,558,18.95971,17.99136,17.47333,17.09596,16.90734,20.28476,19.93264,-17.67717,-18.6067,-19.21807,-19.61094,-19.78004,-16.52702,-16.87914,0.96835,1.86375,0.51803,0.8954,0.37737,0.18862,0.35212,1.32505,0.97293,2.2934,1.94128,2.81143,2.45931,3.1888,2.83668,3.37742,3.0253,0.0524"
600,",1712,53531,106,19.85445,18.34759,17.62703,17.26028,17.01991,22.01754,21.44951,-16.80707,-18.27458,-19.09919,-19.50007,-19.71342,-14.84562,-15.41364,1.50686,2.59417,0.72056,1.08731,0.36675,0.24037,0.56803,2.16309,1.59506,3.66995,3.10192,4.39051,3.82248,4.75726,4.18923,4.99763,4.4296,0.0536"
601,",1713,53827,389,18.55396,17.48857,17.00014,16.67457,16.52096,19.61447,19.26235,-18.13981,-19.16767,-19.74523,-20.08325,-20.21857,-17.24832,-17.60044,1.06539,1.87939,0.48843,0.814,0.32557,0.15361,0.35212,1.06051,0.70839,2.1259,1.77378,2.61433,2.26221,2.9399,2.58778,3.09351,2.74139,0.0536"
602,",1714,53521,124,19.57913,18.22477,17.5206,17.16154,16.94773,21.83337,21.12216,-17.06108,-18.37573,-19.18406,-19.5722,-19.76331,-15.00722,-15.71843,1.35436,2.41759,0.70417,1.06323,0.35906,0.21381,0.71121,2.25424,1.54303,3.6086,2.89739,4.31277,3.60156,4.67183,3.96062,4.88564,4.17443,0.05307"
603,",1727,53859,385,18.94822,17.86362,17.33973,17.00905,16.82425,20.63922,20.2065,-18.23671,-19.29466,-19.88559,-20.23658,-20.39541,-16.70149,-17.13421,1.0846,1.93917,0.52389,0.85457,0.33068,0.1848,0.43272,1.691,1.25828,2.7756,2.34288,3.29949,2.86677,3.63017,3.19745,3.81497,3.38225,0.06618"
604,",1731,53884,117,19.10819,17.86202,17.22187,16.87194,16.683,20.37177,19.92444,-18.35043,-19.5767,-20.27207,-20.66003,-20.80775,-17.2397,-17.68703,1.24617,2.23625,0.64015,0.99008,0.34993,0.18894,0.44733,1.26358,0.81625,2.50975,2.06242,3.1499,2.70257,3.49983,3.0525,3.68877,3.24144,0.07452"
605,",1731,53884,175,19.4319,18.06127,17.40528,16.99742,16.74029,20.61077,20.4224,-17.48164,-18.81865,-19.56232,-20.01434,-20.2291,-16.48467,-16.67303,1.37063,2.43448,0.65599,1.06385,0.40786,0.25713,0.18837,1.17887,0.9905,2.5495,2.36113,3.20549,3.01712,3.61335,3.42498,3.87048,3.68211,0.0594"
606,",1735,53035,369,19.12729,17.94985,17.40713,17.0522,16.85192,20.91231,20.01178,-17.42006,-18.55679,-19.1982,-19.58495,-19.75111,-15.81635,-16.71687,1.17744,2.07509,0.54272,0.89765,0.35493,0.20028,0.90053,1.78502,0.88449,2.96246,2.06193,3.50518,2.60465,3.86011,2.95958,4.06039,3.15986,0.0505"
607,",1737,53055,91,18.80828,17.7981,17.28066,16.89268,16.68133,20.73354,20.00841,-18.01745,-18.99271,-19.59496,-20.00643,-20.18964,-16.2607,-16.98583,1.01018,1.9156,0.51744,0.90542,0.38798,0.21135,0.72513,1.92526,1.20013,2.93544,2.21031,3.45288,2.72775,3.84086,3.11573,4.05221,3.32708,0.05681"
608,",1737,53055,332,18.85816,17.92446,17.52134,17.18889,17.09122,20.21575,19.74324,-18.35889,-19.2672,-19.73058,-20.09421,-20.15007,-17.14398,-17.6165,0.9337,1.66927,0.40312,0.73557,0.33245,0.09767,0.47251,1.35759,0.88508,2.29129,1.81878,2.69441,2.2219,3.02686,2.55435,3.12453,2.65202,0.06673"
609,",1738,53051,268,19.81248,18.21083,17.48355,17.08063,16.84459,21.48438,21.06911,-17.52135,-19.09942,-19.89292,-20.3342,-20.53277,-16.01639,-16.43167,1.60165,2.73185,0.72728,1.1302,0.40292,0.23604,0.41527,1.6719,1.25663,3.27355,2.85828,4.00083,3.58556,4.40375,3.98848,4.63979,4.22452,0.07099"
610,",1740,53050,630,18.65376,17.63838,17.23967,16.97337,16.78982,20.14738,19.5737,-17.95222,-18.92879,-19.4149,-19.69187,-19.8539,-16.61747,-17.19115,1.01538,1.68039,0.39871,0.66501,0.2663,0.18355,0.57368,1.49362,0.91994,2.509,1.93532,2.90771,2.33403,3.17401,2.60033,3.35756,2.78388,0.05132"
611,",1745,53061,410,18.75586,17.80613,17.32126,17.01035,16.82859,19.96776,19.56628,-18.186,-19.10351,-19.66599,-19.99819,-20.15204,-17.13464,-17.53611,0.94973,1.74551,0.48487,0.79578,0.31091,0.18176,0.40148,1.2119,0.81042,2.16163,1.76015,2.6465,2.24502,2.95741,2.55593,3.13917,2.73769,0.05958"
612,",1746,53062,387,19.3068,17.90613,17.24005,16.91216,16.67429,20.92697,20.58551,-17.99065,-19.36699,-20.09933,-20.46214,-20.66417,-16.53424,-16.8757,1.40067,2.39464,0.66608,0.99397,0.32789,0.23787,0.34146,1.62017,1.27871,3.02084,2.67938,3.68692,3.34546,4.01481,3.67335,4.25268,3.91122,0.06977"
613,",1746,53062,487,18.51756,17.54241,17.05238,16.71442,16.56329,19.86709,19.3258,-18.49933,-19.44395,-20.00819,-20.36944,-20.4907,-17.30834,-17.84963,0.97515,1.80314,0.49003,0.82799,0.33796,0.15113,0.54129,1.34953,0.80824,2.32468,1.78339,2.81471,2.27342,3.15267,2.61138,3.3038,2.76251,0.06153"
614,",1749,53357,174,18.89964,17.96578,17.59817,17.35817,17.29427,20.19247,19.68403,-17.91072,-18.81005,-19.25492,-19.50243,-19.54634,-16.7676,-17.27604,0.93386,1.54147,0.36761,0.60761,0.24,0.0639,0.50844,1.29283,0.78439,2.22669,1.71825,2.5943,2.08586,2.8343,2.32586,2.8982,2.38976,0.05595"
615,",1750,53358,64,19.16592,17.72826,17.16537,16.76477,16.55558,21.34286,20.57172,-17.94416,-19.35318,-19.98885,-20.39838,-20.59496,-15.93006,-16.70121,1.43766,2.40115,0.56289,0.96349,0.4006,0.20919,0.77114,2.17694,1.4058,3.6146,2.84346,4.17749,3.40635,4.57809,3.80695,4.78728,4.01614,0.06423"
616,",1750,53358,606,19.72792,18.02201,17.18851,16.79874,16.5325,22.01013,21.22574,-17.34586,-19.02116,-19.94154,-20.36205,-20.6057,-15.25645,-16.04084,1.70591,2.92918,0.8335,1.22327,0.38977,0.26624,0.78439,2.28221,1.49782,3.98812,3.20373,4.82162,4.03723,5.21139,4.427,5.47763,4.69324,0.06405"
617,",1752,53379,27,20.05598,18.197,17.2953,16.89494,16.55228,23.74278,22.69126,-17.18674,-19.01911,-19.99953,-20.43773,-20.75089,-13.68794,-14.73946,1.85898,3.16104,0.9017,1.30206,0.40036,0.34266,1.05152,3.6868,2.63528,5.54578,4.49426,6.44748,5.39596,6.84784,5.79632,7.1905,6.13898,0.06884"
618,",1755,53386,578,18.59225,17.56152,17.16446,16.87585,16.81591,19.3885,19.33563,-18.14435,-19.13887,-19.61794,-19.91292,-19.95557,-17.50352,-17.55639,1.03073,1.7164,0.39706,0.68567,0.28861,0.05994,0.05287,0.79625,0.74338,1.82698,1.77411,2.22404,2.17117,2.51265,2.45978,2.57259,2.51972,0.05429"
619,",1758,53084,504,19.30243,17.92717,17.21288,16.82677,16.55782,21.20508,20.80457,-17.31731,-18.6524,-19.47243,-19.89215,-20.1346,-15.61734,-16.01785,1.37526,2.47566,0.71429,1.1004,0.38611,0.26895,0.40051,1.90265,1.50214,3.27791,2.8774,3.9922,3.59169,4.37831,3.9778,4.64726,4.24675,0.05265"
620,",1763,53463,3,19.12668,17.98801,17.45669,17.08105,16.8543,20.31799,20.06673,-17.82558,-18.93206,-19.54281,-19.93619,-20.14079,-16.7999,-17.05117,1.13867,2.04563,0.53132,0.90696,0.37564,0.22675,0.25126,1.19131,0.94005,2.32998,2.07872,2.8613,2.61004,3.23694,2.98568,3.46369,3.21243,0.05999"
621,",1764,53467,590,18.96923,17.90252,17.50271,17.14981,16.99989,19.48145,19.27533,-18.4738,-19.52099,-19.969,-20.32891,-20.46106,-18.09668,-18.3028,1.06671,1.81942,0.39981,0.75271,0.3529,0.14992,0.20612,0.51222,0.3061,1.57893,1.37281,1.97874,1.77262,2.33164,2.12552,2.48156,2.27544,0.07344"
622,",1764,53467,602,19.10918,18.0496,17.54218,17.20004,17.05094,20.66544,20.33716,-17.79671,-18.82316,-19.41107,-19.76967,-19.89689,-16.40492,-16.73321,1.05958,1.90914,0.50742,0.84956,0.34214,0.1491,0.32828,1.55626,1.22798,2.61584,2.28756,3.12326,2.79498,3.4654,3.13712,3.6145,3.28622,0.05875"
623,",1765,53466,268,18.659,17.67425,17.20748,16.90439,16.71297,19.612,19.4911,-18.29302,-19.24586,-19.78884,-20.10837,-20.27583,-17.49807,-17.61897,0.98475,1.75461,0.46677,0.76986,0.30309,0.19142,0.1209,0.953,0.8321,1.93775,1.81685,2.40452,2.28362,2.70761,2.58671,2.89903,2.77813,0.05979"
624,",1765,53466,428,19.32021,18.08721,17.5493,17.20149,17.00599,20.98746,20.21281,-17.82674,-19.03209,-19.6397,-20.00589,-20.17809,-16.31822,-17.09287,1.233,2.11872,0.53791,0.88572,0.34781,0.1955,0.77465,1.66725,0.8926,2.90025,2.1256,3.43816,2.66351,3.78597,3.01132,3.98147,3.20682,0.06517"
625,",1767,53436,297,18.99901,17.81518,17.35409,17.04072,16.87639,20.07188,19.95845,-18.12424,-19.28016,-19.80878,-20.13968,-20.27837,-17.20304,-17.31647,1.18383,1.95829,0.46109,0.77446,0.31337,0.16433,0.11343,1.07287,0.95944,2.2567,2.14327,2.71779,2.60436,3.03116,2.91773,3.19549,3.08206,0.06429"
626,",1767,53436,510,19.47477,18.17528,17.55963,17.2179,17.02247,20.83266,20.51826,-17.44021,-18.7063,-19.40751,-19.77033,-19.9445,-16.25938,-16.57379,1.29949,2.25687,0.61565,0.95738,0.34173,0.19543,0.3144,1.35789,1.04349,2.65738,2.34298,3.27303,2.95863,3.61476,3.30036,3.81019,3.49579,0.05931"
627,",1768,53442,279,19.6016,17.91798,17.16598,16.82115,16.57655,23.65068,22.14888,-17.60807,-19.26478,-20.0918,-20.47304,-20.68442,-13.73552,-15.23732,1.68362,2.78045,0.752,1.09683,0.34483,0.2446,1.5018,4.04908,2.54728,5.7327,4.2309,6.4847,4.9829,6.82953,5.32773,7.07413,5.57233,0.06751"
628,",1769,53502,347,19.01397,17.72428,17.06753,16.68869,16.45998,20.54547,20.11626,-18.07326,-19.33338,-20.06837,-20.47521,-20.67641,-16.71547,-17.14468,1.28969,2.32528,0.65675,1.03559,0.37884,0.22871,0.42921,1.5315,1.10229,2.82119,2.39198,3.47794,3.04873,3.85678,3.42757,4.08549,3.65628,0.0639"
629,",1773,53112,348,19.20059,18.0947,17.64299,17.29634,17.17557,21.25416,20.08061,-17.65348,-18.72537,-19.25704,-19.60983,-19.71636,-15.7592,-16.93275,1.10589,1.90425,0.45171,0.79836,0.34665,0.12077,1.17355,2.05357,0.88002,3.15946,1.98591,3.61117,2.43762,3.95782,2.78427,4.07859,2.90504,0.05729"
630,",1775,53847,79,18.5617,17.58282,17.11696,16.78626,16.60928,19.89874,19.53037,-18.69228,-19.64646,-20.17324,-20.51384,-20.67274,-17.50274,-17.8711,0.97888,1.77544,0.46586,0.79656,0.3307,0.17698,0.36837,1.33704,0.96867,2.31592,1.94755,2.78178,2.41341,3.11248,2.74411,3.28946,2.92109,0.06797"
631,",1776,53858,415,18.8743,17.9643,17.45927,17.107,16.94635,21.4542,19.81185,-18.07855,-18.95649,-19.53961,-19.90648,-20.04685,-15.66118,-17.30354,0.91,1.7673,0.50503,0.8573,0.35227,0.16065,1.64235,2.5799,0.93755,3.4899,1.84755,3.99493,2.35258,4.3472,2.70485,4.50785,2.8655,0.05993"
632,",1777,53857,380,18.50246,17.57409,17.13044,16.80444,16.711,20.08727,19.40767,-18.46938,-19.36639,-19.88414,-20.21622,-20.29492,-17.03927,-17.71887,0.92837,1.69802,0.44365,0.76965,0.326,0.09344,0.6796,1.58481,0.90521,2.51318,1.83358,2.95683,2.27723,3.28283,2.60323,3.37627,2.69667,0.06022"
633,",1777,53857,521,18.98335,17.96727,17.5858,17.32967,17.20469,20.16551,19.46979,-17.66683,-18.64506,-19.11112,-19.37069,-19.4804,-16.64004,-17.33576,1.01608,1.65368,0.38147,0.6376,0.25613,0.12498,0.69572,1.18216,0.48644,2.19824,1.50252,2.57971,1.88399,2.83584,2.14012,2.96082,2.2651,0.05225"
634,",1788,54468,221,19.23687,17.89437,17.27958,16.91363,16.70743,20.38924,20.28793,-18.12914,-19.44931,-20.12427,-20.5175,-20.69314,-17.13255,-17.23386,1.3425,2.32324,0.61479,0.98074,0.36595,0.2062,0.10131,1.15237,1.05106,2.49487,2.39356,3.10966,3.00835,3.47561,3.3743,3.68181,3.5805,0.07165"
635,",1788,54468,255,19.12232,17.7428,17.08694,16.70481,16.5036,21.24796,20.09616,-17.84976,-19.197,-19.93741,-20.34593,-20.52209,-15.90328,-17.05508,1.37952,2.41751,0.65586,1.03799,0.38213,0.20121,1.1518,2.12564,0.97384,3.50516,2.35336,4.16102,3.00922,4.54315,3.39135,4.74436,3.59256,0.06088"
636,",1790,53876,192,18.98032,17.86869,17.42141,17.12673,16.99807,20.38974,19.66899,-17.94266,-19.02182,-19.54567,-19.84697,-19.96059,-16.68988,-17.41063,1.11163,1.85359,0.44728,0.74196,0.29468,0.12866,0.72075,1.40942,0.68867,2.52105,1.8003,2.96833,2.24758,3.26301,2.54226,3.39167,2.67092,0.05899"
637,",1792,54270,388,19.48335,18.14073,17.26008,16.83053,16.49854,22.0767,20.96138,-17.01836,-18.31759,-19.31979,-19.79995,-20.09904,-14.65665,-15.77197,1.34262,2.65282,0.88065,1.3102,0.42955,0.33199,1.11532,2.59335,1.47803,3.93597,2.82065,4.81662,3.7013,5.24617,4.13085,5.57816,4.46284,0.05061"
638,",1793,53883,49,19.091,17.98144,17.45354,17.10921,16.90737,20.93591,19.80346,-17.62229,-18.69452,-19.31297,-19.67519,-19.85542,-15.9511,-17.08355,1.10956,1.98179,0.5279,0.87223,0.34433,0.20184,1.13245,1.84491,0.71246,2.95447,1.82202,3.48237,2.34992,3.8267,2.69425,4.02854,2.89609,0.05417"
639,",1793,53883,202,18.62193,17.60466,17.24315,16.96119,16.81986,19.77243,19.24887,-18.2046,-19.18771,-19.62546,-19.90736,-20.03596,-17.20263,-17.72619,1.01727,1.66074,0.36151,0.64347,0.28196,0.14133,0.52356,1.1505,0.62694,2.16777,1.64421,2.52928,2.00572,2.81124,2.28768,2.95257,2.42901,0.05633"
640,",1793,53883,410,19.32453,18.03724,17.36607,17.33696,16.70319,19.86422,19.71627,-17.40667,-18.6563,-19.42528,-19.48438,-20.09206,-17.05895,-17.20691,1.28729,1.98757,0.67117,0.70028,0.02911,0.63377,0.14795,0.53969,0.39174,1.82698,1.67903,2.49815,2.3502,2.52726,2.37931,3.16103,3.01308,0.05505"
641,",1795,54507,568,18.81631,17.8891,17.38843,17.05518,16.9014,20.47601,19.69695,-18.34498,-19.24505,-19.81303,-20.16064,-20.29353,-16.83965,-17.61871,0.92721,1.76113,0.50067,0.83392,0.33325,0.15378,0.77906,1.6597,0.88064,2.58691,1.80785,3.08758,2.30852,3.42083,2.64177,3.57461,2.79555,0.06545"
642,",1800,53884,89,18.9453,17.85602,17.31248,16.93393,16.71487,20.7217,20.44027,-17.72478,-18.77577,-19.4127,-19.80496,-20.00761,-16.12569,-16.40712,1.08928,2.01137,0.54354,0.92209,0.37855,0.21906,0.28143,1.7764,1.49497,2.86568,2.58425,3.40922,3.12779,3.78777,3.50634,4.00683,3.7254,0.05323"
643,",1802,53885,138,18.98857,17.93078,17.51419,17.23093,17.09419,19.76878,19.71499,-17.75468,-18.77631,-19.27576,-19.56354,-19.6859,-17.13235,-17.18614,1.05779,1.75764,0.41659,0.69985,0.28326,0.13674,0.05379,0.78021,0.72642,1.838,1.78421,2.25459,2.2008,2.53785,2.48406,2.67459,2.6208,0.05451"
644,",1806,53559,28,18.27594,17.37547,17.00307,16.68496,16.58097,19.39642,18.94431,-18.87787,-19.75152,-20.18597,-20.50575,-20.59613,-17.89881,-18.35092,0.90047,1.59098,0.3724,0.69051,0.31811,0.10399,0.45211,1.12048,0.66837,2.02095,1.56884,2.39335,1.94124,2.71146,2.25935,2.81545,2.36334,0.06487"
645,",1807,54175,306,18.34829,17.43499,17.15706,16.91632,16.81759,19.06792,18.98213,-18.69614,-19.58045,-19.921,-20.15756,-20.24403,-18.11016,-18.19595,0.9133,1.43197,0.27793,0.51867,0.24074,0.09873,0.08579,0.71963,0.63384,1.63293,1.54714,1.91086,1.82507,2.1516,2.06581,2.25033,2.16454,0.06161"
646,",1809,53792,158,18.98316,17.98168,17.53669,17.22739,17.07608,20.59261,19.76514,-17.96795,-18.9376,-19.45773,-19.77509,-19.90977,-16.51401,-17.34147,1.00148,1.75577,0.44499,0.75429,0.3093,0.15131,0.82747,1.60945,0.78198,2.61093,1.78346,3.05592,2.22845,3.36522,2.53775,3.51653,2.68906,0.0597"
647,",1809,53792,249,18.47309,17.50525,17.1552,16.91359,16.77965,19.70621,19.20436,-18.26696,-19.1989,-19.6281,-19.86769,-19.99013,-17.18282,-17.68467,0.96784,1.5595,0.35005,0.59166,0.24161,0.13394,0.50185,1.23312,0.73127,2.20096,1.69911,2.55101,2.04916,2.79262,2.29077,2.92656,2.42471,0.05422"
648,",1810,53794,147,18.85467,17.84594,17.38529,17.08962,16.90157,20.43388,19.94006,-18.32981,-19.31212,-19.83715,-20.14293,-20.31262,-16.90009,-17.39391,1.00873,1.76505,0.46065,0.75632,0.29567,0.18805,0.49382,1.57921,1.08539,2.58794,2.09412,3.04859,2.55477,3.34426,2.85044,3.53231,3.03849,0.06598"
649,",1810,53794,583,19.01001,18.00302,17.52446,17.1702,17.01666,20.25103,19.89671,-17.83024,-18.80281,-19.36341,-19.72864,-19.86451,-16.75234,-17.10665,1.00699,1.83981,0.47856,0.83282,0.35426,0.15354,0.35432,1.24102,0.8867,2.24801,1.89369,2.72657,2.37225,3.08083,2.72651,3.23437,2.88005,0.05703"
650,",1811,53533,227,18.38945,17.50764,17.18759,16.89815,16.81452,19.69255,19.01244,-18.78079,-19.63639,-20.01538,-20.30558,-20.37431,-17.61325,-18.29336,0.88181,1.4913,0.32005,0.60949,0.28944,0.08363,0.68011,1.3031,0.62299,2.18491,1.5048,2.50496,1.82485,2.7944,2.11429,2.87803,2.19792,0.06517"
651,",1811,53533,243,19.03061,17.88299,17.31326,16.95556,16.7288,20.72498,20.25173,-17.82758,-18.94075,-19.59652,-19.97459,-20.17886,-16.30706,-16.78031,1.14762,2.07505,0.56973,0.92743,0.3577,0.22676,0.47325,1.69437,1.22112,2.84199,2.36874,3.41172,2.93847,3.76942,3.29617,3.99618,3.52293,0.05776"
652,",1812,53795,639,18.65648,17.59557,17.06175,16.69697,16.50512,20.07002,19.59642,-18.24725,-19.27487,-19.89064,-20.27033,-20.44317,-17.00146,-17.47505,1.06091,1.95951,0.53382,0.8986,0.36478,0.19185,0.4736,1.41354,0.93994,2.47445,2.00085,3.00827,2.53467,3.37305,2.89945,3.5649,3.0913,0.05878"
653,",1813,53903,202,19.00644,17.95639,17.38958,17.01008,16.81581,20.46041,20.43742,-17.97423,-18.99259,-19.63916,-20.03803,-20.21007,-16.6889,-16.71189,1.05005,1.99636,0.56681,0.94631,0.3795,0.19427,0.02299,1.45397,1.43098,2.50402,2.48103,3.07083,3.04784,3.45033,3.42734,3.6446,3.62161,0.06083"
654,",1815,53884,266,19.25145,18.15855,17.60919,17.27063,17.0676,20.22627,19.91799,-17.54023,-18.59733,-19.23484,-19.59431,-19.77356,-16.73919,-17.04747,1.0929,1.98082,0.54936,0.88792,0.33856,0.20303,0.30828,0.97482,0.66654,2.06772,1.75944,2.61708,2.3088,2.95564,2.64736,3.15867,2.85039,0.05609"
655,",1820,54208,495,18.82032,17.82995,17.41865,17.11641,16.97249,20.26934,19.548,-18.37247,-19.33682,-19.80995,-20.13009,-20.24581,-17.06771,-17.78905,0.99037,1.70391,0.4113,0.71354,0.30224,0.14392,0.72134,1.44902,0.72768,2.43939,1.71805,2.85069,2.12935,3.15293,2.43159,3.29685,2.57551,0.06607"
656,",1820,54208,549,18.94749,17.94574,17.50469,17.16499,17.0648,20.6896,19.53654,-18.49503,-19.4771,-19.96778,-20.32852,-20.39826,-16.89128,-18.04435,1.00175,1.7825,0.44105,0.78075,0.3397,0.10019,1.15306,1.74211,0.58905,2.74386,1.5908,3.18491,2.03185,3.52461,2.37155,3.6248,2.47174,0.07353"
657,",1821,53167,293,18.78169,17.74075,17.14262,16.77359,16.60256,20.59102,19.86828,-18.44017,-19.45509,-20.1213,-20.532,-20.65847,-16.79221,-17.51495,1.04094,2.0081,0.59813,0.96716,0.36903,0.17103,0.72274,1.80933,1.08659,2.85027,2.12753,3.4484,2.72566,3.81743,3.09469,3.98846,3.26572,0.06742"
658,",1827,53531,330,18.43401,17.47553,16.9505,16.57248,16.4068,20.28133,19.51393,-18.42196,-19.34614,-19.95496,-20.34414,-20.49429,-16.74304,-17.51043,0.95848,1.86153,0.52503,0.90305,0.37802,0.16568,0.7674,1.84732,1.07992,2.8058,2.0384,3.33083,2.56343,3.70885,2.94145,3.87453,3.10713,0.05757"
659,",1827,53531,551,19.37819,18.14341,17.47384,17.0623,16.82807,21.5263,20.52547,-17.30932,-18.50553,-19.27496,-19.71514,-19.92486,-15.35487,-16.35569,1.23478,2.31589,0.66957,1.08111,0.41154,0.23423,1.00083,2.14811,1.14728,3.38289,2.38206,4.05246,3.05163,4.464,3.46317,4.69823,3.6974,0.05403"
660,",1827,53531,620,19.23224,17.92926,17.3831,17.02658,16.81811,21.48582,20.36209,-17.63151,-18.90026,-19.53096,-19.90321,-20.09262,-15.54866,-16.67239,1.30298,2.20566,0.54616,0.90268,0.35652,0.20847,1.12373,2.25358,1.12985,3.55656,2.43283,4.10272,2.97899,4.45924,3.33551,4.66771,3.54398,0.05782"
661,",1828,53504,208,19.35214,18.064,17.40264,17.03693,16.83805,21.59026,19.91734,-17.55158,-18.80586,-19.55568,-19.95085,-20.12239,-15.49644,-17.16936,1.28814,2.31521,0.66136,1.02707,0.36571,0.19888,1.67292,2.23812,0.5652,3.52626,1.85334,4.18762,2.5147,4.55333,2.88041,4.75221,3.07929,0.05917"
662,",1828,53504,500,18.91603,17.97099,17.62224,17.36521,17.24898,20.90176,19.72659,-17.99524,-18.908,-19.3287,-19.5887,-19.68863,-16.15443,-17.32961,0.94504,1.55082,0.34875,0.60578,0.25703,0.11623,1.17517,1.98573,0.81056,2.93077,1.7556,3.27952,2.10435,3.53655,2.36138,3.65278,2.47761,0.05838"
663,",1829,53494,125,18.70664,17.72266,17.29805,17.02606,16.87761,20.15349,19.98601,-18.18103,-19.13186,-19.63347,-19.91902,-20.04439,-16.8891,-17.05658,0.98398,1.68058,0.42461,0.6966,0.27199,0.14845,0.16748,1.44685,1.27937,2.43083,2.26335,2.85544,2.68796,3.12743,2.95995,3.27588,3.1084,0.05803"
664,",1831,54557,635,19.11347,17.90206,17.33158,16.95768,16.77132,20.02971,20.41404,-18.09043,-19.27548,-19.91392,-20.31275,-20.47031,-17.33373,-16.94941,1.21141,2.15579,0.57048,0.94438,0.3739,0.18636,-0.38433,0.91624,1.30057,2.12765,2.51198,2.69813,3.08246,3.07203,3.45636,3.25839,3.64272,0.06684"
665,",1834,54562,272,19.20756,18.03089,17.43698,17.09971,16.8967,21.77432,20.38386,-17.39046,-18.52714,-19.22066,-19.59224,-19.7614,-15.01056,-16.40102,1.17667,2.10785,0.59391,0.93118,0.33727,0.20301,1.39046,2.56676,1.1763,3.74343,2.35297,4.33734,2.94688,4.67461,3.28415,4.87762,3.48716,0.05178"
666,",1834,54562,312,19.76287,18.21471,17.58154,17.25916,17.01707,23.42644,21.76737,-16.83088,-18.33876,-19.07409,-19.43359,-19.64128,-13.35984,-15.01891,1.54816,2.50371,0.63317,0.95555,0.32238,0.24209,1.65907,3.66357,2.0045,5.21173,3.55266,5.8449,4.18583,6.16728,4.50821,6.40937,4.7503,0.05181"
667,",1837,53494,425,18.50983,17.63898,17.22826,16.84857,16.74782,20.2771,19.56,-18.7176,-19.56329,-20.03406,-20.43659,-20.50417,-17.09343,-17.81053,0.87085,1.66126,0.41072,0.79041,0.37969,0.10075,0.7171,1.76727,1.05017,2.63812,1.92102,3.04884,2.33174,3.42853,2.71143,3.52928,2.81218,0.06705"
